query	target	fident	alnlen	mismatch	gapopen	qstart	qend	tstart	tend	evalue	alntmscore	qtmscore	ttmscore	prob
E6SR78_unreviewed_MACPF_domain-containing_protein_taxID_693979_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	A0A108TGA0_unreviewed_MACPF_domain-containing_protein_taxID_246787_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	0.155	103	72	7	2	93	1	99	1.116E-06	6.287E-01	6.287E-01	5.938E-01	1.000
E6SR78_unreviewed_MACPF_domain-containing_protein_taxID_693979_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	A0A3P2ACT2_unreviewed_BACON_domain-containing_protein_taxID_28113_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	0.177	96	65	6	17	103	21	111	2.881E-06	6.707E-01	6.314E-01	5.434E-01	1.000
E6SR78_unreviewed_MACPF_domain-containing_protein_taxID_693979_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	A0A413HAA6_unreviewed_MACPF_domain-containing_protein_taxID_871324_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	0.165	121	83	5	1	103	1	121	2.437E-06	6.579E-01	6.579E-01	5.686E-01	1.000
E6SR78_unreviewed_MACPF_domain-containing_protein_taxID_693979_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	A0A562VL75_unreviewed_MACPF_domain-containing_protein_taxID_28119_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	0.152	118	84	6	1	103	1	117	1.247E-06	6.023E-01	6.023E-01	5.384E-01	1.000
E6SR78_unreviewed_MACPF_domain-containing_protein_taxID_693979_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	A0A9D9QF04_unreviewed_MACPF_domain-containing_protein_taxID_2030927_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	0.173	98	66	5	16	101	20	114	4.760E-06	6.366E-01	6.096E-01	5.367E-01	1.000
E6SR78_unreviewed_MACPF_domain-containing_protein_taxID_693979_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	A0A7C6M2R1_unreviewed_MACPF_domain-containing_protein_taxID_2030927_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	0.162	123	78	9	1	103	1	118	4.258E-06	5.892E-01	5.892E-01	5.177E-01	1.000
E6SR78_unreviewed_MACPF_domain-containing_protein_taxID_693979_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	A0A412RYB1_unreviewed_MACPF_domain-containing_protein_taxID_246787_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	0.161	105	73	5	1	92	1	103	3.046E-06	5.883E-01	5.883E-01	5.086E-01	1.000
E6SR78_unreviewed_MACPF_domain-containing_protein_taxID_693979_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	A0A3G9DPV2_unreviewed_MACPF_domain-containing_protein_taxID_1978337_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	0.158	82	60	4	17	92	20	98	2.684E-05	7.450E-01	6.094E-01	5.450E-01	1.000
E6SR78_unreviewed_MACPF_domain-containing_protein_taxID_693979_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	A0A642PY68_unreviewed_MACPF_domain-containing_protein_taxID_246787_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	0.188	117	76	5	2	102	1	114	5.628E-06	5.975E-01	5.975E-01	5.197E-01	1.000
E6SR78_unreviewed_MACPF_domain-containing_protein_taxID_693979_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	A0A120A4E1_unreviewed_MACPF_domain-containing_protein_taxID_246787_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	0.174	103	70	6	14	103	26	126	1.229E-05	6.368E-01	6.368E-01	5.329E-01	1.000
E6SR78_unreviewed_MACPF_domain-containing_protein_taxID_693979_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	A0A562VL18_unreviewed_BACON_domain-containing_protein_taxID_28119_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	0.226	84	51	6	17	91	21	99	1.229E-05	6.833E-01	5.695E-01	4.862E-01	1.000
E6SR78_unreviewed_MACPF_domain-containing_protein_taxID_693979_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	A0A7C6M297_unreviewed_MACPF_domain-containing_protein_taxID_2030927_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	0.220	109	67	6	2	103	8	105	5.628E-06	5.602E-01	5.602E-01	5.367E-01	1.000
E6SR78_unreviewed_MACPF_domain-containing_protein_taxID_693979_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	A0A1Q6EE04_unreviewed_MACPF_domain-containing_protein_taxID_1897040_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	0.136	117	84	6	4	103	2	118	2.271E-05	6.279E-01	6.279E-01	5.573E-01	1.000
E6SR78_unreviewed_MACPF_domain-containing_protein_taxID_693979_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	A0A316MMH4_unreviewed_MACPF_domain-containing_protein_taxID_2030927_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	0.125	96	70	7	18	102	23	115	5.244E-05	6.254E-01	5.903E-01	5.080E-01	1.000
E6SR78_unreviewed_MACPF_domain-containing_protein_taxID_693979_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	A0A1H0IJU1_unreviewed_MACPF_domain-containing_protein_taxID_2913614_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	0.135	103	70	8	17	103	21	120	4.436E-05	5.980E-01	5.980E-01	5.229E-01	1.000
E6SR78_unreviewed_MACPF_domain-containing_protein_taxID_693979_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	A0A316MT16_unreviewed_MACPF_domain-containing_protein_taxID_2030927_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	0.138	101	70	6	17	103	22	119	8.665E-05	5.774E-01	5.675E-01	4.913E-01	1.000
E6SR78_unreviewed_MACPF_domain-containing_protein_taxID_693979_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	A0A9D5QP56_unreviewed_MACPF_domain-containing_protein_taxID_2030927_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	0.153	104	66	7	17	101	22	122	8.665E-05	5.385E-01	5.385E-01	4.633E-01	1.000
E6SR78_unreviewed_MACPF_domain-containing_protein_taxID_693979_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	A0A1Y4ILV7_unreviewed_MACPF_domain-containing_protein_taxID_823_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	0.095	126	84	9	1	102	1	120	4.553E-03	4.837E-01	4.837E-01	4.167E-01	0.941
E6SR78_unreviewed_MACPF_domain-containing_protein_taxID_693979_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	A0A5C6KE48_unreviewed_MACPF_domain-containing_protein_taxID_823_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	0.086	127	85	9	1	103	1	120	3.258E-03	4.564E-01	4.564E-01	3.931E-01	0.941
E6SR78_unreviewed_MACPF_domain-containing_protein_taxID_693979_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	A0A9E3K7K4_unreviewed_MACPF_domain-containing_protein_taxID_2202734_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	0.103	126	70	9	2	103	3	109	3.536E-01	2.799E-01	2.799E-01	2.566E-01	0.045
E6SR78_unreviewed_MACPF_domain-containing_protein_taxID_693979_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	A0A6M0CRU9_unreviewed_MACPF_domain-containing_protein_taxID_1481457_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	0.137	109	65	6	9	103	1	94	2.024E-01	2.071E-01	2.040E-01	2.071E-01	0.029
E6SR78_unreviewed_MACPF_domain-containing_protein_taxID_693979_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	A0A7W8ZN62_unreviewed_MACPF_domain-containing_protein_taxID_188932_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb	0.222	36	21	3	71	103	31	62	2.635E+00	2.907E-01	1.362E-01	2.014E-01	0.000
E6SR78_unreviewed_MACPF_domain-containing_protein_taxID_693979_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	A0A1G7R571_unreviewed_MACPF_domain-containing_protein_taxID_551996_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	0.192	26	14	1	75	100	11	29	4.599E+00	3.083E-01	8.568E-02	2.749E-01	0.000
E6SR78_unreviewed_MACPF_domain-containing_protein_taxID_693979_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	A0A5C6JJB5_unreviewed_MACPF_domain-containing_protein_taxID_817_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	0.428	14	6	1	1	12	1	14	9.906E+00	2.943E-01	7.073E-02	1.822E-01	0.000
E6SR78_unreviewed_MACPF_domain-containing_protein_taxID_693979_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	A0A1I2IUF1_unreviewed_MACPF_domain-containing_protein_taxID_655355_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	0.285	14	10	0	2	15	10	23	9.391E+00	2.006E-01	9.940E-02	1.746E-01	0.000
F3QYX7_unreviewed_MACPF_domain-containing_protein_taxID_762982_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	F3QYX7_unreviewed_MACPF_domain-containing_protein_taxID_762982_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	1.000	113	0	0	1	113	1	113	2.531E-24	1.000E+00	1.000E+00	1.000E+00	1.000
F3QYX7_unreviewed_MACPF_domain-containing_protein_taxID_762982_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	A0A1Q6EDZ3_unreviewed_MACPF_domain-containing_protein_taxID_1897040_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	0.280	114	71	5	1	113	1	104	1.090E-08	6.570E-01	6.078E-01	6.570E-01	1.000
F3QYX7_unreviewed_MACPF_domain-containing_protein_taxID_762982_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	A0A7C6M297_unreviewed_MACPF_domain-containing_protein_taxID_2030927_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	0.254	114	75	6	1	113	1	105	1.509E-07	6.454E-01	6.190E-01	6.454E-01	1.000
F3QYX7_unreviewed_MACPF_domain-containing_protein_taxID_762982_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	A0A9D1UZQ7_unreviewed_MACPF_domain-containing_protein_taxID_2838706_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	0.214	98	61	5	23	113	15	103	9.395E-07	6.518E-01	5.722E-01	6.230E-01	1.000
F3QYX7_unreviewed_MACPF_domain-containing_protein_taxID_762982_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	A0A7X8F555_unreviewed_MACPF_domain-containing_protein_taxID_2030927_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	0.186	102	63	6	1	96	1	88	2.252E-07	5.773E-01	5.270E-01	5.441E-01	1.000
F3QYX7_unreviewed_MACPF_domain-containing_protein_taxID_762982_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	E6SR78_unreviewed_MACPF_domain-containing_protein_taxID_693979_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	0.207	111	66	7	15	113	3	103	2.252E-07	5.870E-01	5.394E-01	5.870E-01	1.000
F3QYX7_unreviewed_MACPF_domain-containing_protein_taxID_762982_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	A0A9D1UZP6_unreviewed_MACPF_domain-containing_protein_taxID_2838706_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	0.191	94	70	2	24	113	19	110	2.946E-06	6.880E-01	5.823E-01	5.777E-01	1.000
F3QYX7_unreviewed_MACPF_domain-containing_protein_taxID_762982_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	A0A108TGH1_unreviewed_MACPF_domain-containing_protein_taxID_246787_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	0.196	122	82	6	1	113	1	115	4.222E-07	5.546E-01	5.546E-01	5.460E-01	1.000
F3QYX7_unreviewed_MACPF_domain-containing_protein_taxID_762982_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	F3QYX8_unreviewed_MACPF_domain-containing_protein_taxID_762982_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	0.144	97	75	4	24	113	22	117	1.865E-06	6.289E-01	5.509E-01	5.305E-01	1.000
F3QYX7_unreviewed_MACPF_domain-containing_protein_taxID_762982_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	A0A7X8F5L4_unreviewed_MACPF_domain-containing_protein_taxID_2030927_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	0.208	96	60	7	25	113	16	102	7.475E-07	6.039E-01	5.251E-01	5.742E-01	1.000
F3QYX7_unreviewed_MACPF_domain-containing_protein_taxID_762982_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	R5N6F0_unreviewed_Membrane_attack_complex_component_perforin__MACPF__domain_protein_taxID_1262735_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	0.171	111	78	6	13	113	4	110	1.053E-06	5.778E-01	5.644E-01	5.778E-01	1.000
F3QYX7_unreviewed_MACPF_domain-containing_protein_taxID_762982_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	R5N6F5_unreviewed_MACPF_domain-containing_protein_taxID_1262735_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	0.185	97	63	7	24	113	17	104	8.873E-07	6.129E-01	5.360E-01	5.768E-01	1.000
F3QYX7_unreviewed_MACPF_domain-containing_protein_taxID_762982_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	A0A9D1UZM0_unreviewed_MACPF_domain-containing_protein_taxID_2838706_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	0.212	113	66	7	14	113	5	107	1.115E-06	5.481E-01	5.392E-01	5.481E-01	1.000
F3QYX7_unreviewed_MACPF_domain-containing_protein_taxID_762982_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	A0A562VL75_unreviewed_MACPF_domain-containing_protein_taxID_28119_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	0.176	119	76	5	1	104	3	114	7.475E-07	5.091E-01	5.091E-01	4.912E-01	1.000
F3QYX7_unreviewed_MACPF_domain-containing_protein_taxID_762982_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	A0A9D5S5T9_unreviewed_MACPF_domain-containing_protein_taxID_59823_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	0.208	115	81	4	1	105	1	115	3.302E-06	5.935E-01	5.935E-01	5.447E-01	1.000
F3QYX7_unreviewed_MACPF_domain-containing_protein_taxID_762982_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	A0A120A4D7_unreviewed_MACPF_domain-containing_protein_taxID_246787_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	0.180	100	68	6	15	101	2	100	2.344E-06	5.751E-01	5.180E-01	5.426E-01	1.000
F3QYX7_unreviewed_MACPF_domain-containing_protein_taxID_762982_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	E6SR77_unreviewed_MACPF_domain-containing_protein_taxID_693979_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	0.133	120	89	5	1	112	1	113	3.119E-06	5.725E-01	5.725E-01	5.636E-01	1.000
F3QYX7_unreviewed_MACPF_domain-containing_protein_taxID_762982_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	A0A413HA14_unreviewed_MACPF_domain-containing_protein_taxID_871324_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	0.181	110	71	6	1	101	1	100	3.920E-06	5.580E-01	5.321E-01	5.580E-01	1.000
F3QYX7_unreviewed_MACPF_domain-containing_protein_taxID_762982_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	A0A7X8F550_unreviewed_MACPF_domain-containing_protein_taxID_2030927_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	0.204	98	61	4	25	113	19	108	3.702E-06	5.874E-01	5.172E-01	5.338E-01	1.000
F3QYX7_unreviewed_MACPF_domain-containing_protein_taxID_762982_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	A0A9D9QF04_unreviewed_MACPF_domain-containing_protein_taxID_2030927_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	0.159	94	68	3	24	106	21	114	1.161E-05	6.239E-01	5.326E-01	5.088E-01	1.000
F3QYX7_unreviewed_MACPF_domain-containing_protein_taxID_762982_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	A0A412RYB1_unreviewed_MACPF_domain-containing_protein_taxID_246787_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	0.186	129	81	9	1	113	1	121	2.628E-06	5.298E-01	5.298E-01	4.991E-01	1.000
F3QYX7_unreviewed_MACPF_domain-containing_protein_taxID_762982_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	E6SR76_unreviewed_Membrane_attack_complex_component_perforin__MACPF__domain_protein_taxID_693979_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	0.177	90	65	5	24	107	17	103	6.941E-06	5.960E-01	4.899E-01	5.123E-01	1.000
F3QYX7_unreviewed_MACPF_domain-containing_protein_taxID_762982_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	A0A108TGA0_unreviewed_MACPF_domain-containing_protein_taxID_246787_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	0.227	79	54	5	24	96	21	98	4.844E-05	7.142E-01	5.219E-01	5.346E-01	1.000
F3QYX7_unreviewed_MACPF_domain-containing_protein_taxID_762982_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	A0A1Q6EE04_unreviewed_MACPF_domain-containing_protein_taxID_1897040_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	0.172	122	85	8	2	113	3	118	3.702E-06	5.351E-01	5.351E-01	5.152E-01	1.000
F3QYX7_unreviewed_MACPF_domain-containing_protein_taxID_762982_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	A0A120A4E1_unreviewed_MACPF_domain-containing_protein_taxID_246787_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	0.150	106	76	5	19	113	24	126	8.724E-06	5.680E-01	5.368E-01	4.886E-01	1.000
F3QYX7_unreviewed_MACPF_domain-containing_protein_taxID_762982_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	A0A412IL13_unreviewed_MACPF_domain-containing_protein_taxID_246787_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	0.165	115	67	6	1	101	1	100	7.350E-06	5.363E-01	5.110E-01	5.363E-01	1.000
F3QYX7_unreviewed_MACPF_domain-containing_protein_taxID_762982_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	A0A7C6M2R1_unreviewed_MACPF_domain-containing_protein_taxID_2030927_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	0.115	130	84	9	1	111	1	118	9.237E-06	5.503E-01	5.503E-01	5.256E-01	1.000
F3QYX7_unreviewed_MACPF_domain-containing_protein_taxID_762982_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	R5MLW8_unreviewed_MACPF_domain-containing_protein_taxID_1262735_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	0.141	127	84	7	1	113	1	116	3.702E-06	5.141E-01	5.141E-01	5.018E-01	1.000
F3QYX7_unreviewed_MACPF_domain-containing_protein_taxID_762982_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	A0A3G9DPV2_unreviewed_MACPF_domain-containing_protein_taxID_1978337_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	0.181	99	71	5	24	113	20	117	3.640E-05	6.008E-01	5.360E-01	5.197E-01	1.000
F3QYX7_unreviewed_MACPF_domain-containing_protein_taxID_762982_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	A0A642PY68_unreviewed_MACPF_domain-containing_protein_taxID_246787_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	0.175	97	70	6	25	113	27	121	3.640E-05	6.058E-01	5.317E-01	5.025E-01	1.000
F3QYX7_unreviewed_MACPF_domain-containing_protein_taxID_762982_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	A0A412RYA5_unreviewed_MACPF_domain-containing_protein_taxID_246787_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	0.203	128	77	7	1	107	1	124	1.459E-05	5.166E-01	5.166E-01	4.556E-01	1.000
F3QYX7_unreviewed_MACPF_domain-containing_protein_taxID_762982_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	A0A413HAA6_unreviewed_MACPF_domain-containing_protein_taxID_871324_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	0.162	129	84	8	1	113	1	121	2.440E-05	5.437E-01	5.437E-01	5.121E-01	1.000
F3QYX7_unreviewed_MACPF_domain-containing_protein_taxID_762982_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	A0A413HAP3_unreviewed_MACPF_domain-containing_protein_taxID_871324_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	0.179	128	81	6	1	106	1	126	4.844E-05	5.316E-01	5.316E-01	4.666E-01	1.000
F3QYX7_unreviewed_MACPF_domain-containing_protein_taxID_762982_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	A0A108TDY5_unreviewed_MACPF_domain-containing_protein_taxID_246787_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb	0.212	132	65	8	1	102	1	123	1.161E-05	4.529E-01	4.529E-01	3.947E-01	1.000
F3QYX7_unreviewed_MACPF_domain-containing_protein_taxID_762982_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	A0A1Q6EDY6_unreviewed_BACON_domain-containing_protein_taxID_1897040_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	0.173	121	87	6	1	113	1	116	1.355E-04	5.777E-01	5.777E-01	5.521E-01	1.000
F3QYX7_unreviewed_MACPF_domain-containing_protein_taxID_762982_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	A0A108TGA1_unreviewed_MACPF_domain-containing_protein_taxID_246787_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	0.196	117	72	7	1	96	1	116	1.018E-04	5.231E-01	5.231E-01	4.585E-01	1.000
F3QYX7_unreviewed_MACPF_domain-containing_protein_taxID_762982_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	A0A413HA13_unreviewed_MACPF_domain-containing_protein_taxID_871324_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	0.194	118	70	6	1	96	1	115	1.434E-04	5.182E-01	5.182E-01	4.577E-01	1.000
F3QYX7_unreviewed_MACPF_domain-containing_protein_taxID_762982_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	A0A1H0IJU1_unreviewed_MACPF_domain-containing_protein_taxID_2913614_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	0.165	121	77	10	15	113	2	120	2.021E-04	5.296E-01	5.296E-01	5.018E-01	1.000
F3QYX7_unreviewed_MACPF_domain-containing_protein_taxID_762982_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	A0A316MT16_unreviewed_MACPF_domain-containing_protein_taxID_2030927_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	0.078	102	80	6	24	113	22	121	4.248E-04	5.668E-01	5.171E-01	4.839E-01	1.000
F3QYX7_unreviewed_MACPF_domain-containing_protein_taxID_762982_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	A0A316MMH4_unreviewed_MACPF_domain-containing_protein_taxID_2030927_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	0.147	102	70	9	25	111	23	122	1.909E-04	5.362E-01	4.924E-01	4.589E-01	1.000
F3QYX7_unreviewed_MACPF_domain-containing_protein_taxID_762982_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	A0A7C6M164_unreviewed_MACPF_domain-containing_protein_taxID_2030927_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb	0.101	99	78	6	24	113	20	116	1.122E-03	5.991E-01	5.331E-01	5.168E-01	0.999
F3QYX7_unreviewed_MACPF_domain-containing_protein_taxID_762982_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	A0A9D5QP56_unreviewed_MACPF_domain-containing_protein_taxID_2030927_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	0.159	132	80	11	1	111	1	122	2.848E-04	4.910E-01	4.910E-01	4.582E-01	0.999
F3QYX7_unreviewed_MACPF_domain-containing_protein_taxID_762982_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	A0A3P2ACT2_unreviewed_BACON_domain-containing_protein_taxID_28113_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	0.106	103	72	7	24	113	21	116	4.498E-04	4.960E-01	4.575E-01	4.258E-01	0.996
F3QYX7_unreviewed_MACPF_domain-containing_protein_taxID_762982_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	A0A562VL18_unreviewed_BACON_domain-containing_protein_taxID_28119_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	0.110	109	70	6	24	111	21	123	8.433E-04	4.480E-01	4.339E-01	4.023E-01	0.984
F3QYX7_unreviewed_MACPF_domain-containing_protein_taxID_762982_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	A0A1Y4ILV7_unreviewed_MACPF_domain-containing_protein_taxID_823_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	0.161	130	75	9	1	107	1	119	1.803E-04	3.998E-01	3.998E-01	3.736E-01	0.978
F3QYX7_unreviewed_MACPF_domain-containing_protein_taxID_762982_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	A0A5C6KE48_unreviewed_MACPF_domain-containing_protein_taxID_823_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	0.190	100	66	6	24	113	29	123	3.579E-04	4.162E-01	3.823E-01	3.539E-01	0.961
F3QYX7_unreviewed_MACPF_domain-containing_protein_taxID_762982_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	A0A6M0CRU9_unreviewed_MACPF_domain-containing_protein_taxID_1481457_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	0.102	68	45	3	19	82	2	57	1.443E-01	2.583E-01	1.769E-01	1.926E-01	0.034
F3QYX7_unreviewed_MACPF_domain-containing_protein_taxID_762982_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	A0A4Q9HI28_unreviewed_MACPF_domain-containing_protein_taxID_1926871_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	0.173	23	19	0	1	23	1	23	3.538E+00	3.870E-01	1.601E-01	3.930E-01	0.010
